"userid","date.inscr","date.dern.lect","Resiliation","Reachat","Country","mail.spont","score.ouv.news","n.ventes","revenues","gender"
1460,"2015-06-12","2015-07-14",0,0,"Germany",0,0.791667748110906,4,0,1
1461,"2013-09-23","2013-10-14",0,0,"France",1,4.60780002028822,27,0,1
1462,"2014-03-05","2014-03-18",0,0,"Spain",0,2.51306198678158,22,32.4331900709051,1
1463,"2016-07-18","2016-09-05",0,0,"Spain",0,1.80476584788872,15,23.1604743203419,0
1464,"2009-08-26","2009-09-10",0,0,"France",0,1.56462686562792,12,33.0644476902954,1
1465,"2013-01-08","2013-03-12",0,0,"Spain",0,1.94600475040008,24,0,0
1466,"2011-11-15","2011-12-27",0,0,"France",0,1.38223292583168,16,43.5427578120579,0
1467,"2017-01-30","2017-02-26",0,0,"Germany",0,1.16159778832757,8,23.3742484369526,0
1468,"2011-04-28","2011-06-22",0,0,"France",0,1.34590181568202,10,0,0
1469,"2019-11-18","2019-12-14",0,0,"Spain",0,1.64568497031317,13,40.7389970946052,1
1470,"2014-07-11","2014-08-20",0,1,"UK",0,1.37251244834477,13,23.3119511483106,0
1471,"2014-10-19","2014-11-28",0,0,"Germany",0,0.825091258108769,5,36.3147703096476,0
1472,"2018-05-19","2018-06-15",0,1,"UK",0,1.97650552570595,20,32.9255782244546,0
1473,"2013-03-04","2013-05-10",0,1,"Germany",0,0.464228039155603,4,0,0
1474,"2017-01-28","2017-02-07",1,1,"Spain",0,1.12840498332244,12,0,1
1475,"2009-01-09","2009-02-28",0,0,"France",0,2.20247092376782,19,0,0
1476,"2014-12-12","2014-12-29",0,0,"Spain",1,5.42287988336407,33,26.4383428470445,1
1477,"2010-12-30","2011-01-22",1,0,"UK",0,2.73723915338593,28,24.631796321874,1
1478,"2013-01-18","2013-03-12",0,1,"UK",0,2.21518558358026,23,21.4049114114974,0
1479,"2010-02-12","2010-04-01",0,0,"UK",0,1.91272134167712,16,0,1
1480,"2011-02-19","2011-03-24",0,1,"Spain",1,1.47955286826357,8,0,1
1481,"2012-02-10","2012-03-07",0,0,"UK",0,3.91293541746649,36,0,1
1482,"2014-06-28","2014-08-21",1,0,"Spain",0,1.36961760235321,12,0,0
1483,"2016-06-24","2016-07-29",0,1,"Spain",1,1.69071620131378,9,11.0761596296694,1
1484,"2014-11-05","2014-11-27",1,0,"UK",0,0.726309426397722,5,40.1874879673841,1
1485,"2010-06-22","2010-07-29",0,0,"Spain",0,4.4234222179511,41,0,1
1486,"2011-09-12","2011-10-16",1,0,"Germany",0,1.48432411153878,13,0,0
1487,"2013-12-02","2013-12-09",1,0,"Germany",1,2.5858302136978,16,28.2346703346142,1
1488,"2018-04-18","2018-05-21",0,0,"Spain",0,1.20316870160739,9,0,1
1489,"2011-06-22","2011-07-19",1,0,"France",0,2.16763644511279,21,43.7620072559135,1
1490,"2014-12-08","2015-01-27",0,0,"Germany",0,0.810759442549631,5,36.1000655685279,0
1491,"2013-07-13","2013-08-09",0,0,"Spain",0,1.96881288546043,16,40.4743192160939,1
1492,"2018-09-27","2018-12-18",0,0,"France",1,0.513496704578511,6,31.7402182161961,0
1493,"2013-05-03","2013-06-28",1,0,"UK",0,1.02096293790385,8,0,0
1494,"2015-02-20","2015-03-27",0,0,"Spain",0,1.10564381723923,12,0,0
1495,"2012-04-18","2012-05-15",0,0,"France",0,2.29097181778303,19,15.5811481011929,0
1496,"2013-03-03","2013-03-26",0,0,"Germany",0,2.33527011314664,20,0,1
1497,"2013-09-04","2013-10-21",0,0,"Germany",0,1.08504585204114,7,17.0969254699182,0
1498,"2011-12-10","2012-02-02",0,0,"Spain",0,0.51761730598331,4,13.5856824691402,0
1499,"2011-08-04","2011-09-06",1,0,"UK",0,1.83511075094068,26,25.3141157515136,0
1500,"2011-06-30","2011-08-02",0,0,"France",0,3.22406359985168,29,15.1959792667714,1
1501,"2017-04-30","2017-05-18",1,0,"Spain",0,3.40541356747575,31,0,2
1502,"2012-05-16","2012-06-05",1,0,"Spain",0,0.747122623096923,8,0,0
1503,"2009-09-09","2009-10-19",0,0,"France",0,0.944335799050514,6,0,0
1504,"2011-10-13","2011-11-17",0,0,"Spain",0,3.00979708577328,27,0,0
1505,"2010-07-30","2010-10-21",0,1,"Germany",0,2.61678870462894,27,34.4361332353088,0
1506,"2015-01-24","2015-03-03",0,0,"France",0,0.654707592464732,6,13.1859508909726,0
1507,"2015-06-02","2015-07-28",0,0,"UK",0,0.997885929737838,11,0,0
1508,"2012-06-09","2012-08-04",0,0,"UK",0,1.88098717574857,15,0,0
1509,"2014-07-21","2014-09-09",0,1,"France",0,1.91215994962661,19,33.6940204278846,0
1510,"2011-09-12","2011-09-25",0,0,"France",0,2.82196759348841,25,0,1
1511,"2014-11-09","2014-12-14",1,0,"UK",0,1.28404404745377,11,39.0517742214221,1
1512,"2012-10-24","2012-11-12",0,0,"Spain",1,3.89950885888438,22,19.1113130326389,1
1513,"2016-05-05","2016-07-10",0,1,"Germany",0,1.06631741159615,9,0,0
1514,"2016-11-24","2017-01-06",0,0,"UK",0,2.76460584928517,24,18.2709808731024,0
1515,"2018-04-17","2018-05-15",0,0,"Spain",1,2.45812332670291,27,43.6763440809942,0
1516,"2017-12-27","2018-02-02",0,0,"Spain",0,2.11644386464611,18,0,0
1517,"2017-01-17","2017-02-09",0,0,"France",1,3.09985858698492,17,24.605367839125,1
1518,"2009-09-17","2009-10-14",0,1,"UK",0,1.06894298165239,9,0,1
1519,"2014-05-23","2014-06-24",0,0,"Germany",0,1.12747859090361,8,27.9133227713835,1
1520,"2013-03-20","2013-04-24",0,0,"UK",0,3.06700673874122,29,41.8594597155117,1
1521,"2017-06-19","2017-07-12",0,0,"Spain",0,0.79085774019714,5,24.9011585425575,1
1522,"2011-12-15","2012-01-04",0,1,"Spain",0,1.68646735015318,17,0,1
1523,"2012-12-22","2013-02-13",1,1,"Spain",0,2.54165506389077,30,0,0
1524,"2009-01-15","2009-02-02",0,0,"Spain",1,2.57863751885942,14,0,1
1525,"2017-11-11","2017-12-15",1,0,"France",0,1.43483477206563,14,0,1
1526,"2017-09-26","2017-10-29",0,1,"UK",0,1.1850476776664,10,0,1
1527,"2014-04-17","2014-05-11",0,0,"Spain",1,3.95751654878505,23,0,1
1528,"2013-07-08","2013-07-27",1,0,"Germany",0,1.75665292778128,16,32.952371190444,1
1529,"2017-10-09","2017-10-26",0,1,"UK",0,2.19935054416779,21,23.0086192209742,1
1530,"2018-04-30","2018-05-25",0,0,"France",1,5.3923289478735,32,0,1
1531,"2013-04-01","2013-05-01",0,1,"Spain",0,3.7360841160884,39,0,1
1532,"2010-09-19","2010-10-15",1,0,"Spain",1,3.5648034829268,24,28.2852820205459,1
1533,"2009-04-18","2009-06-13",0,0,"France",0,0.732244118238276,7,0,0
1534,"2011-06-01","2011-06-18",1,0,"France",0,0.624129479309698,4,23.7338374257909,1
1535,"2018-08-18","2018-09-20",1,1,"Spain",0,1.56293102849955,18,0,1
1536,"2019-02-01","2019-03-27",0,1,"France",0,2.4876797878354,26,0,0
1537,"2015-07-04","2015-07-20",1,0,"Spain",0,2.90616771386381,30,0,1
1538,"2011-09-29","2011-11-07",0,0,"Spain",0,1.40567292104571,11,0,1
1539,"2015-05-10","2015-06-09",0,0,"Spain",0,1.39100559174857,10,0,1
1540,"2013-01-13","2013-02-19",0,1,"Germany",0,1.37102286826123,13,0,0
1541,"2017-05-23","2017-06-25",1,0,"Germany",1,1.39732246322096,7,14.5208339502259,1
1542,"2010-11-13","2010-11-14",1,1,"Spain",0,0.881947040890476,8,0,1
1543,"2016-04-16","2016-05-23",0,0,"UK",0,1.3546778979975,10,21.8515889421764,1
1544,"2010-05-11","2010-06-13",0,0,"Spain",0,1.75908267306371,15,30.2232763641196,1
1545,"2017-04-07","2017-04-29",0,1,"France",0,0.868273645052425,6,26.4485088471295,1
1546,"2015-05-12","2015-07-04",0,0,"UK",0,2.27298570889261,19,20.8736079746684,0
1547,"2017-11-30","2018-01-02",0,0,"Spain",0,1.47286105581681,11,0,1
1548,"2009-12-27","2010-01-27",1,0,"UK",0,2.98584354520471,30,0,1
1549,"2009-08-09","2009-09-03",1,1,"UK",0,0.372940827995171,3,0,0
1550,"2013-10-23","2013-11-15",0,0,"UK",0,3.2818199487097,31,7.82441773466124,1
1551,"2015-02-15","2015-02-25",0,0,"Spain",0,1.86629435213695,15,17.9757761183398,1
1552,"2017-05-18","2017-06-03",0,0,"UK",1,4.13912456098829,24,0,1
1553,"2009-06-30","2009-08-20",1,1,"Germany",0,0.943324510269766,9,27.9040069920162,0
1554,"2015-07-31","2015-08-14",1,1,"Germany",0,0.627589982875014,5,0,1
1555,"2014-03-05","2014-03-23",0,0,"UK",1,1.27696775984972,5,26.9088794060159,1
1556,"2011-12-01","2011-12-16",0,0,"Spain",0,2.30353024233205,21,0,1
1557,"2019-04-10","2019-05-17",0,1,"France",0,1.86482932517994,18,0,0
1558,"2012-10-04","2012-10-29",0,0,"Spain",1,2.07320413961338,10,27.7470757199085,1
1559,"2011-10-11","2011-11-04",0,1,"UK",0,1.82099154727525,17,0,1
1560,"2013-10-20","2013-12-04",1,0,"France",0,1.88338494730974,17,25.5036588673502,0
1561,"2009-10-03","2009-11-01",0,0,"UK",1,3.82870712698119,22,0,1
1562,"2014-07-23","2014-08-16",0,1,"France",1,1.21045752086469,6,19.2036177033166,1
1563,"2014-11-22","2014-11-25",1,0,"France",0,1.93580168822984,18,27.1517355016401,1
1564,"2012-11-17","2013-01-19",0,0,"Germany",0,0.814582047612133,5,25.658002689808,0
1565,"2018-09-09","2018-10-24",0,1,"France",0,0.900391074480307,7,0,0
1566,"2015-06-20","2015-08-19",0,0,"Spain",0,1.12049973854208,8,26.4235411501556,0
1567,"2015-07-03","2015-08-11",1,1,"France",0,0.617497247083136,8,10.2520278574072,0
1568,"2019-01-27","2019-03-30",0,0,"UK",0,0.692869787607088,3,29.2937611728798,0
1569,"2014-01-14","2014-03-06",0,0,"Spain",1,0.551307612143176,6,21.3348654984142,0
1570,"2019-10-23","2019-12-17",0,1,"Spain",0,0.890147476269238,7,0,0
1571,"2015-05-27","2015-06-24",0,0,"Spain",0,1.60283325977547,19,0,0
1572,"2017-11-09","2018-01-06",0,0,"France",0,2.41481564388494,21,39.5997312873532,0
1573,"2017-02-15","2017-03-29",0,1,"Spain",0,2.36615251867454,24,23.5805809653456,0
1574,"2009-02-14","2009-03-14",0,0,"Germany",1,2.65238595984298,14,33.7533171940907,1
1575,"2009-07-02","2009-08-30",0,0,"UK",0,1.55440900113215,12,37.9777590222186,0
1576,"2018-04-26","2018-05-13",0,0,"France",0,1.61928200969429,13,41.6505750509904,1
1577,"2009-06-30","2009-08-25",0,0,"Germany",0,2.88202447456524,38,30.1929297502612,0
1578,"2018-01-12","2018-03-06",0,0,"UK",0,1.18319549215276,8,0,0
1579,"2016-08-29","2016-10-16",0,0,"Germany",0,1.09161724213923,7,47.5466515681741,1
1580,"2018-01-12","2018-02-21",0,0,"Spain",0,1.26453907535881,9,51.5125669162609,1
1581,"2016-07-14","2016-09-14",1,0,"UK",0,2.12940164645034,20,31.3744734519713,0
1582,"2014-06-27","2014-08-14",1,1,"Spain",0,0.965843157026694,9,14.5598502892211,0
1583,"2012-07-20","2012-09-09",0,0,"France",0,3.32299661614863,30,0,0
1584,"2012-11-06","2012-12-23",0,0,"Germany",0,1.02886050410356,7,0,0
1585,"2017-01-02","2017-03-02",0,0,"France",0,1.36330719695312,10,0,0
1586,"2014-05-31","2014-06-26",0,1,"Spain",0,1.09598798869104,9,41.440759268376,0
1587,"2019-11-05","2019-11-20",0,0,"Spain",0,1.41475464844271,11,30.9437232822262,1
1588,"2010-03-26","2010-04-30",0,0,"Germany",1,3.26019108333343,37,28.8458352749258,0
1589,"2014-01-27","2014-02-13",1,0,"UK",0,2.54741636829246,25,22.8523588316522,0
1590,"2016-10-03","2016-11-16",0,0,"France",1,3.7856148453062,44,14.7192960880865,0
1591,"2016-01-31","2016-03-14",0,0,"UK",0,1.48783058479612,11,19.4438055682022,1
1592,"2011-10-30","2011-11-23",1,0,"France",0,3.10918123295787,32,0,1
1593,"2012-09-03","2012-11-14",0,0,"UK",0,2.44366229856666,21,0,0
1594,"2019-01-04","2019-01-25",0,0,"Germany",0,1.58021596462973,12,12.8573274820008,1
1595,"2017-03-12","2017-05-14",0,0,"France",0,0.942302228477217,6,30.908095756649,0
1596,"2009-03-28","2009-04-02",0,1,"France",0,0.735004323469904,5,26.6383369911086,1
1597,"2011-10-15","2011-12-18",0,0,"France",0,1.24622476231681,9,26.1442190455979,0
1598,"2013-08-29","2013-09-18",0,1,"Germany",0,3.61950715932235,38,47.7472564683799,1
1599,"2012-08-02","2012-08-31",0,1,"Spain",0,0.650638814199519,4,0,1
1600,"2015-09-19","2015-10-12",1,0,"UK",0,1.88106904787792,18,0,1
1601,"2015-09-14","2015-10-24",0,0,"Germany",0,1.67202565633126,13,33.3795703416872,0
1602,"2009-03-10","2009-03-20",0,0,"Germany",0,2.67586747483877,23,41.9278225409903,0
1603,"2014-07-11","2014-09-02",0,0,"UK",1,1.0286564535192,9,35.1869294463369,0
1604,"2011-09-14","2011-10-10",1,0,"Germany",0,1.48431903150739,14,33.883481332458,1
1605,"2016-09-15","2016-10-02",1,0,"France",1,6.00297727381916,42,0,1
1606,"2009-07-25","2009-08-20",0,1,"Spain",0,2.60537857343366,26,34.0767557082003,1
1607,"2014-08-10","2014-10-06",0,0,"Germany",0,0.969538173442767,10,7.30239712801082,0
1608,"2017-10-05","2017-11-07",1,1,"Germany",0,1.40254841031884,15,25.0388333856205,1
1609,"2016-01-11","2016-03-16",0,0,"Spain",0,1.65045725347066,13,23.5140887797101,0
1610,"2010-04-13","2010-04-17",0,0,"France",0,0.935689963616322,6,20.7036951360093,1
1611,"2015-08-06","2015-09-05",0,0,"Spain",0,3.17094115934926,28,40.7312872134249,1
1612,"2017-11-26","2018-01-15",1,0,"France",1,1.79003534848538,10,18.9851783308025,1
1613,"2011-11-16","2011-12-31",0,0,"Germany",0,1.78752200201686,14,25.9172477208006,0
1614,"2014-11-30","2014-12-20",0,0,"France",1,2.23806816688496,12,27.1377811013829,1
1615,"2017-09-25","2017-11-03",0,0,"Spain",0,0.869387152631234,9,33.3736228170275,0
1616,"2017-08-29","2017-11-01",0,1,"UK",0,0.80995729949971,6,28.1453912815014,0
1617,"2014-07-05","2014-07-24",0,0,"UK",0,3.31101991869385,30,0,1
1618,"2010-12-16","2011-01-12",0,0,"Germany",0,1.05606781190024,7,27.8231373200859,1
1619,"2010-05-09","2010-06-22",0,0,"UK",1,1.69140508987974,8,0,1
1620,"2014-01-21","2014-02-27",0,0,"Germany",0,3.3365387716976,30,18.0101402340177,1
1621,"2012-08-29","2012-10-28",0,0,"UK",0,1.22172308431619,9,14.0422759787478,0
1622,"2019-10-29","2020-01-03",0,1,"UK",0,1.39280216367552,13,31.9419854600373,0
1623,"2011-02-20","2011-04-02",0,1,"Germany",0,2.84114206618225,29,22.564775249263,1
1624,"2016-12-30","2017-01-13",0,0,"Germany",1,7.35491260778366,46,0,1
1625,"2018-03-15","2018-03-14",0,0,"Spain",0,2.81744310024648,25,0,1
1626,"2014-05-12","2014-05-29",0,0,"Spain",0,1.40544093644542,11,36.4443391899249,1
1627,"2019-12-10","2020-02-08",1,0,"France",0,0.844037592209635,6,34.8992760600841,0
1628,"2012-11-04","2013-01-10",0,0,"Germany",0,0.690063646676273,3,27.6464049034504,0
1629,"2009-04-28","2009-06-01",0,0,"Spain",0,3.53619479295185,32,34.7941297502918,1
1630,"2016-09-19","2016-11-03",0,0,"France",0,1.63746270039784,13,0,0
1631,"2014-06-27","2014-07-10",0,0,"Germany",1,4.56931254846198,27,0,1
1632,"2013-03-05","2013-03-23",1,0,"Spain",0,2.61322528495067,26,26.0199332694148,1
1633,"2019-02-02","2019-03-30",0,0,"France",0,2.46574769541014,21,21.6278962434625,0
1634,"2012-06-09","2012-07-20",0,0,"France",0,0.961468688568198,6,0,0
1635,"2017-08-14","2017-09-29",1,0,"UK",0,2.711159806999,40,53.1323098838858,0
1636,"2017-10-29","2017-11-13",1,1,"UK",0,1.09094416767456,11,0,1
1637,"2010-08-22","2010-09-20",0,1,"France",1,0.942400932451784,4,7.49176913111347,1
1638,"2011-11-28","2011-12-19",1,0,"UK",0,1.48301547839047,13,0,1
1639,"2011-12-18","2012-02-10",0,0,"Spain",0,0.848408142492447,5,38.6171905525436,0
1640,"2009-03-11","2009-04-02",0,0,"UK",0,2.67051141841606,23,21.3203268813459,1
1641,"2016-11-07","2016-11-17",0,0,"UK",1,2.28530597859501,12,47.1056037218501,1
1642,"2014-10-31","2014-10-28",0,0,"UK",0,2.18385203290524,18,33.6918070353213,1
1643,"2017-03-30","2017-04-21",0,0,"France",0,2.39566667707651,20,0,1
1644,"2016-10-28","2016-12-16",0,0,"Spain",0,0.656708166752939,3,49.4125670469999,0
1645,"2010-03-15","2010-05-04",0,0,"Germany",0,2.91878490374759,26,0,0
1646,"2018-06-30","2018-07-24",0,1,"Spain",0,3.11507690543018,32,0,1
1647,"2018-07-14","2018-08-18",1,0,"Spain",0,2.31661069695753,23,0,1
1648,"2009-12-18","2010-01-10",1,0,"France",0,3.27795415612297,34,0,1
1649,"2011-06-25","2011-08-28",0,0,"UK",0,1.94043758362207,16,27.3792936877867,0
1650,"2011-06-15","2011-08-01",0,0,"Spain",0,1.48550329998982,11,34.0215325733431,0
1651,"2018-02-06","2018-03-30",1,0,"France",0,0.465126890222394,4,22.7202355618843,0
1652,"2009-11-17","2009-12-12",1,0,"France",0,1.07217644672178,9,21.8372473939309,1
1653,"2010-03-01","2010-03-18",1,1,"Germany",1,2.36451960691188,18,0,1
1654,"2015-08-17","2015-08-26",0,0,"Spain",0,0.857075555654987,5,3.24983597529549,2
1655,"2017-07-27","2017-09-16",0,0,"Germany",0,0.842894697859326,9,19.7164617820996,0
1656,"2013-09-24","2013-11-09",0,0,"France",0,2.75653214680335,36,0,0
1657,"2018-12-26","2019-01-20",0,0,"Spain",0,2.67665189306293,25,0,1
1658,"2016-04-01","2016-05-06",0,0,"Germany",1,2.94422628290026,16,33.1876021424647,1
1659,"2018-06-11","2018-07-03",0,0,"Germany",1,4.04687571764361,23,35.8754988805562,1
1660,"2011-03-03","2011-04-04",1,0,"Spain",0,0.772690181520878,5,31.3821323487838,1
1661,"2018-09-22","2018-11-02",0,0,"UK",0,2.4032363452467,21,0,0
1662,"2010-10-03","2010-10-22",0,0,"Germany",0,1.99548560005316,16,0,1
1663,"2013-07-12","2013-08-03",1,0,"Spain",0,1.48942323198215,14,44.0347249465703,1
1664,"2015-12-24","2016-01-17",0,0,"UK",0,1.10181586616613,8,0,1
1665,"2014-02-19","2014-03-24",0,0,"Germany",0,2.85862685334417,25,0,0
1666,"2014-01-16","2014-02-05",0,0,"Spain",0,2.55737030247042,22,0,1
1667,"2011-04-08","2011-05-13",0,0,"Spain",0,1.5768126531968,12,48.8002850258561,1
1668,"2010-09-12","2010-10-22",0,1,"Spain",0,2.00534549475221,19,33.7942350802193,1
1669,"2019-07-07","2019-07-16",0,0,"Germany",0,5.16898431724155,48,0,1
1670,"2018-06-23","2018-08-04",0,1,"France",0,1.14221849654699,10,0,0
1671,"2015-08-14","2015-10-24",0,0,"Spain",1,1.16647346516732,11,29.3586472590874,0
1672,"2010-05-14","2010-07-22",0,0,"Germany",0,2.67043183103954,23,0,0
1673,"2014-11-11","2014-12-10",0,1,"UK",0,2.3208227203711,24,0,0
1674,"2018-04-20","2018-05-07",1,0,"France",0,1.13248617511041,9,11.5656246475204,1
1675,"2015-10-01","2015-10-14",0,0,"France",0,2.90318760731478,26,0,2
1676,"2011-07-21","2011-09-15",0,0,"Germany",0,2.47033000973661,21,12.8915242015426,0
1677,"2016-07-29","2016-08-20",0,1,"UK",0,1.63746938806136,15,36.0867060975949,1
1678,"2016-07-19","2016-08-26",1,0,"Spain",1,0.706206047713035,6,18.0669451279338,0
1679,"2016-06-22","2016-08-23",0,0,"UK",0,3.75337823467262,34,30.1973581114324,0
1680,"2017-10-27","2017-11-21",1,0,"Spain",0,2.75438880403632,28,15.2046434527644,1
1681,"2012-11-08","2012-11-12",0,0,"France",1,2.94044253444624,17,0,1
1682,"2016-05-05","2016-06-10",0,1,"Spain",0,1.65549762234766,16,32.9383941889522,0
1683,"2014-02-11","2014-02-14",0,0,"UK",0,2.40341927678576,21,19.4644804750927,1
1684,"2011-10-22","2011-11-18",0,0,"UK",0,3.03974717399355,27,0,0
1685,"2017-04-22","2017-05-22",0,0,"UK",0,3.0782554317067,27,25.2046507925809,1
1686,"2017-07-12","2017-09-18",0,0,"UK",0,3.32308525323318,30,28.6378220924479,0
1687,"2012-01-28","2012-02-13",0,1,"Germany",0,1.91537338188933,18,12.4148113412835,1
1688,"2016-01-06","2016-03-03",0,0,"France",0,0.764370417517589,7,37.7341838733554,0
1689,"2015-03-26","2015-04-21",0,0,"Spain",0,1.46805271235989,11,0,1
1690,"2018-05-03","2018-05-22",0,0,"Spain",1,5.06236837868306,30,0,1
1691,"2011-02-04","2011-03-06",0,0,"UK",1,4.82200198858052,30,0,1
1692,"2013-01-08","2013-02-05",0,0,"Germany",0,1.72960312262412,14,0,0
1693,"2019-01-07","2019-03-01",0,1,"Germany",0,0.706160470686615,5,31.5046135999551,0
1694,"2010-11-05","2010-12-13",0,0,"France",0,2.57520361682887,22,0,1
1695,"2017-04-26","2017-06-04",0,0,"UK",0,2.27330589854094,19,22.3605783003799,0
1696,"2011-03-25","2011-04-16",0,0,"Germany",0,1.44653521936536,11,0,1
1697,"2009-01-01","2009-01-21",0,1,"UK",0,2.00633905545588,19,26.1339937691512,1
1698,"2009-03-10","2009-03-21",0,0,"France",0,1.12993547741695,8,0,0
1699,"2017-09-21","2017-10-21",1,0,"France",0,1.41635422686717,13,0,1
1700,"2014-05-05","2014-06-01",1,1,"France",1,4.67445823550839,37,0,1
1701,"2017-10-25","2017-11-22",0,0,"Germany",0,2.16365628330716,18,0,0
1702,"2010-12-05","2010-12-30",0,0,"Spain",1,2.14144684887411,18,0,2
1703,"2019-04-20","2019-07-10",0,0,"Spain",0,3.61447902521892,33,38.8540404116813,0
1704,"2013-11-30","2014-01-13",0,1,"UK",0,0.766665674864106,5,42.3684866446489,1
1705,"2018-09-10","2018-11-20",0,0,"UK",1,2.47904544993627,27,0,0
1706,"2011-01-16","2011-03-04",0,0,"Spain",0,1.3809255646384,10,32.8514696775222,0
1707,"2013-12-28","2014-01-27",0,0,"Spain",0,1.12101679963041,8,0,0
1708,"2016-12-04","2016-12-18",1,0,"France",0,1.7827195889211,17,0,1
1709,"2015-10-15","2015-10-30",0,0,"France",0,1.02930099790923,7,26.908225703405,1
1710,"2010-03-02","2010-03-26",0,0,"Germany",1,3.73509944468397,21,0,1
1711,"2009-12-21","2010-01-30",1,0,"France",0,1.28152198827537,11,0,0
1712,"2013-08-04","2013-09-04",0,0,"Germany",0,0.803333953298361,5,36.7208244338026,0
1713,"2018-07-26","2018-09-25",0,0,"France",0,2.22059435551186,19,38.2828111250222,0
1714,"2013-02-12","2013-03-09",0,0,"France",0,1.28764424532771,9,17.9288133880519,1
1715,"2010-03-25","2010-05-21",0,0,"Spain",0,2.4233926041546,21,0,0
1716,"2010-06-20","2010-07-28",0,0,"Germany",0,0.737870797397563,4,31.1662892632619,1
1717,"2016-08-09","2016-08-30",0,0,"Spain",0,1.56760832717278,13,0,1
1718,"2017-08-24","2017-09-16",1,0,"UK",0,2.104239654375,22,0,1
1719,"2016-10-10","2016-11-17",0,0,"France",0,0.995271268062395,6,30.0989005309482,0
1720,"2013-06-06","2013-07-30",1,0,"UK",0,1.68954554111623,15,30.5337207644257,0
1721,"2010-11-18","2011-02-02",0,0,"Spain",0,2.00607339609251,17,0,0
1722,"2014-11-28","2015-01-14",0,0,"France",0,3.55124312216185,32,26.5126895085057,0
1723,"2017-11-04","2017-12-09",0,0,"France",0,1.72368866044156,15,33.4228465418299,1
1724,"2011-06-25","2011-07-16",0,0,"Germany",0,1.71362930381248,21,0,0
1725,"2014-07-03","2014-08-07",1,1,"France",1,1.84853683542061,12,0,1
1726,"2010-05-20","2010-06-25",1,1,"France",0,1.88582986006959,21,25.3027815861536,1
1727,"2013-03-24","2013-04-23",1,0,"France",1,3.66014259899719,24,49.4207368014994,1
1728,"2012-12-12","2013-01-20",0,1,"France",0,0.516916097500304,5,0,0
1729,"2009-03-14","2009-04-24",0,1,"Spain",0,3.16823340414727,34,30.1359921983498,0
1730,"2013-03-15","2013-04-21",1,1,"Germany",0,1.27935432217925,13,0,1
1731,"2010-02-12","2010-03-04",1,0,"Germany",0,0.819722738429531,6,24.2481232402065,1
1732,"2018-02-11","2018-03-05",1,0,"UK",1,7.60587684235623,54,0,1
1733,"2010-06-22","2010-07-30",0,0,"Spain",0,1.28717725203235,9,30.8940618840715,1
1734,"2014-07-05","2014-08-29",1,0,"Spain",0,0.656232782212734,4,34.9187229492214,0
1735,"2014-01-22","2014-02-11",0,0,"France",0,1.36588689269721,10,30.4944963233815,1
1736,"2016-11-17","2016-12-02",0,0,"Spain",0,1.18021529748852,8,0,1
1737,"2009-11-09","2009-12-25",0,0,"Germany",0,0.830930043384803,8,13.9076055027975,0
1738,"2018-10-29","2018-12-29",0,0,"UK",1,0.745999698350707,6,35.3714046889365,0
1739,"2017-12-23","2018-01-26",0,0,"Spain",1,5.31912961212081,32,16.5826950125456,1
1740,"2018-12-06","2019-01-30",0,0,"Germany",0,3.54603922409636,32,0,0
1741,"2016-10-20","2016-12-23",0,0,"France",0,2.25610802691332,19,32.4821396388077,0
1742,"2019-06-27","2019-07-12",0,0,"Spain",0,2.14314975939605,19,0,1
1743,"2011-09-05","2011-09-22",0,0,"Spain",0,2.05585715229679,18,0,1
1744,"2014-03-14","2014-05-04",0,1,"Germany",1,0.883343117973088,15,24.8107126408536,0
1745,"2009-03-29","2009-04-15",0,0,"Germany",0,2.3313606474197,20,40.5076644093162,1
1746,"2011-10-17","2011-12-23",0,0,"UK",0,3.07531086536136,27,0,0
1747,"2014-08-14","2014-09-17",0,0,"Germany",0,2.60839373904078,23,30.1722761764169,1
1748,"2012-09-28","2012-10-14",0,0,"Germany",0,3.99122987237421,36,24.0420862399575,1
1749,"2017-12-18","2018-02-07",0,0,"Germany",1,3.02640275070127,51,17.3925187342907,0
1750,"2010-04-06","2010-05-08",1,0,"Spain",1,2.29920728357929,14,15.2537267368585,1
1751,"2016-06-27","2016-08-17",0,0,"Germany",0,1.36087334296217,10,21.6364862665094,0
1752,"2019-03-04","2019-04-20",0,1,"France",0,4.03663201456005,44,0,0
1753,"2010-08-04","2010-08-29",0,0,"Spain",1,3.71916180001079,21,0,1
1754,"2013-10-31","2013-11-22",0,1,"Spain",0,0.873507582184741,6,21.9978401492146,1
1755,"2014-04-02","2014-04-23",0,0,"Spain",1,1.74274072308035,8,36.0405128539955,1
1756,"2013-09-23","2013-10-17",0,0,"Germany",0,0.685325786428698,4,24.4445382964151,1
1757,"2012-10-13","2012-12-14",0,1,"Germany",0,1.3856324408583,20,24.265925838557,0
1758,"2013-12-11","2014-01-19",0,1,"Spain",0,0.608932220019706,3,0,1
1759,"2011-03-11","2011-04-25",0,1,"UK",1,0.592156210206379,9,24.4819560210556,0
1760,"2017-04-23","2017-06-04",0,0,"Germany",0,1.91136138359662,16,30.9107844126652,0
1761,"2015-11-24","2016-01-13",0,0,"Germany",0,1.90071710922519,24,9.82871985045058,0
1762,"2015-05-19","2015-05-24",0,1,"Germany",0,1.4519014350613,13,22.270987522744,1
1763,"2015-11-18","2015-12-02",0,0,"France",0,2.60750175993362,23,42.2409945655466,1
